time,gFx,gFy,gFz,TgF
1.261000,-0.6368,-0.3323,0.6844,0.992
1.270000,-0.6365,-0.3335,0.6802,0.990
1.274000,-0.6378,-0.3350,0.6778,0.989
1.275000,-0.6368,-0.3360,0.6729,0.985
1.276000,-0.6365,-0.3379,0.6683,0.983
1.277000,-0.6348,-0.3384,0.6644,0.979
1.277000,-0.6356,-0.3391,0.6619,0.978
1.283000,-0.6353,-0.3404,0.6597,0.977
1.284000,-0.6353,-0.3423,0.6558,0.975
1.288000,-0.6346,-0.3418,0.6534,0.973
1.288000,-0.6334,-0.3455,0.6536,0.974
1.289000,-0.6341,-0.3460,0.6500,0.972
1.291000,-0.6361,-0.3474,0.6463,0.971
1.293000,-0.6361,-0.3457,0.6446,0.969
1.295000,-0.6375,-0.3470,0.6446,0.971
1.302000,-0.6363,-0.3450,0.6431,0.968
1.303000,-0.6370,-0.3443,0.6424,0.968
1.304000,-0.6353,-0.3426,0.6426,0.966
1.308000,-0.6356,-0.3418,0.6434,0.967
1.309000,-0.6368,-0.3428,0.6451,0.969
1.310000,-0.6378,-0.3431,0.6478,0.972
1.317000,-0.6409,-0.3416,0.6519,0.976
1.319000,-0.6429,-0.3418,0.6536,0.978
1.319000,-0.6431,-0.3411,0.6558,0.980
1.324000,-0.6439,-0.3409,0.6592,0.983
1.325000,-0.6409,-0.3406,0.6632,0.983
1.325000,-0.6390,-0.3391,0.6651,0.983
1.325000,-0.6370,-0.3387,0.6680,0.983
1.327000,-0.6324,-0.3396,0.6680,0.981
1.332000,-0.6297,-0.3391,0.6673,0.978
1.333000,-0.6268,-0.3401,0.6656,0.975
1.335000,-0.6229,-0.3391,0.6656,0.973
1.338000,-0.6207,-0.3377,0.6654,0.971
1.340000,-0.6168,-0.3401,0.6619,0.967
1.341000,-0.6129,-0.3389,0.6612,0.963
1.344000,-0.6114,-0.3372,0.6607,0.961
1.347000,-0.6109,-0.3357,0.6588,0.959
1.350000,-0.6121,-0.3343,0.6590,0.960
1.354000,-0.6151,-0.3343,0.6617,0.963
1.354000,-0.6163,-0.3352,0.6634,0.966
1.357000,-0.6194,-0.3345,0.6656,0.969
1.358000,-0.6207,-0.3350,0.6668,0.971
1.364000,-0.6194,-0.3367,0.6697,0.972
1.365000,-0.6190,-0.3374,0.6719,0.974
1.367000,-0.6209,-0.3365,0.6756,0.977
1.367000,-0.6199,-0.3394,0.6771,0.979
1.375000,-0.6204,-0.3401,0.6785,0.980
1.375000,-0.6219,-0.3413,0.6780,0.981
1.376000,-0.6204,-0.3433,0.6778,0.981
1.379000,-0.6197,-0.3457,0.6751,0.979
1.380000,-0.6202,-0.3482,0.6722,0.979
1.382000,-0.6214,-0.3487,0.6690,0.977
1.388000,-0.6207,-0.3492,0.6658,0.975
1.389000,-0.6221,-0.3506,0.6627,0.974
1.389000,-0.6236,-0.3511,0.6597,0.973
1.391000,-0.6260,-0.3506,0.6544,0.971
1.394000,-0.6304,-0.3506,0.6522,0.972
1.407000,-0.6334,-0.3511,0.6507,0.974
1.408000,-0.6373,-0.3487,0.6507,0.975
1.408000,-0.6409,-0.3482,0.6507,0.977
1.408000,-0.6426,-0.3470,0.6507,0.978
1.409000,-0.6431,-0.3477,0.6497,0.978
1.409000,-0.6441,-0.3474,0.6517,0.980
1.410000,-0.6458,-0.3492,0.6536,0.983
1.414000,-0.6475,-0.3509,0.6549,0.986
1.416000,-0.6490,-0.3509,0.6573,0.988
1.418000,-0.6480,-0.3494,0.6573,0.987
1.419000,-0.6497,-0.3477,0.6580,0.988
1.422000,-0.6500,-0.3460,0.6585,0.988
1.425000,-0.6483,-0.3467,0.6597,0.988
1.429000,-0.6458,-0.3453,0.6592,0.985
1.430000,-0.6451,-0.3457,0.6600,0.986
1.435000,-0.6448,-0.3460,0.6605,0.986
1.436000,-0.6444,-0.3431,0.6588,0.983
1.436000,-0.6436,-0.3438,0.6597,0.984
1.438000,-0.6422,-0.3440,0.6612,0.984
1.441000,-0.6431,-0.3426,0.6617,0.984
1.443000,-0.6409,-0.3416,0.6651,0.985
1.447000,-0.6392,-0.3411,0.6651,0.984
1.448000,-0.6353,-0.3423,0.6658,0.982
1.450000,-0.6339,-0.3428,0.6656,0.981
1.453000,-0.6321,-0.3411,0.6680,0.981
1.455000,-0.6290,-0.3418,0.6693,0.980
1.457000,-0.6253,-0.3409,0.6702,0.978
1.460000,-0.6214,-0.3401,0.6712,0.976
1.462000,-0.6177,-0.3377,0.6729,0.974
1.464000,-0.6165,-0.3355,0.6741,0.973
1.467000,-0.6158,-0.3357,0.6768,0.975
1.469000,-0.6158,-0.3360,0.6800,0.977
1.471000,-0.6165,-0.3377,0.6820,0.979
1.474000,-0.6163,-0.3382,0.6839,0.981
1.476000,-0.6155,-0.3406,0.6846,0.982
1.478000,-0.6146,-0.3406,0.6851,0.981
1.484000,-0.6141,-0.3411,0.6876,0.983
1.485000,-0.6121,-0.3409,0.6846,0.980
1.486000,-0.6104,-0.3401,0.6832,0.977
1.488000,-0.6094,-0.3418,0.6807,0.976
1.491000,-0.6068,-0.3418,0.6780,0.972
1.493000,-0.6046,-0.3421,0.6751,0.969
1.495000,-0.6046,-0.3421,0.6697,0.965
1.498000,-0.6041,-0.3418,0.6658,0.962
1.500000,-0.6055,-0.3418,0.6632,0.961
1.502000,-0.6060,-0.3433,0.6592,0.959
1.504000,-0.6092,-0.3445,0.6558,0.959
1.507000,-0.6099,-0.3457,0.6524,0.958
1.509000,-0.6136,-0.3477,0.6485,0.958
1.511000,-0.6153,-0.3477,0.6470,0.958
1.514000,-0.6177,-0.3484,0.6451,0.959
1.517000,-0.6197,-0.3455,0.6417,0.957
1.519000,-0.6207,-0.3457,0.6407,0.957
1.522000,-0.6236,-0.3450,0.6373,0.956
1.524000,-0.6277,-0.3448,0.6343,0.957
1.526000,-0.6304,-0.3453,0.6324,0.957
1.529000,-0.6358,-0.3440,0.6329,0.961
1.533000,-0.6402,-0.3423,0.6341,0.964
1.534000,-0.6426,-0.3401,0.6336,0.964
1.536000,-0.6441,-0.3391,0.6346,0.966
1.538000,-0.6466,-0.3394,0.6363,0.969
1.544000,-0.6458,-0.3409,0.6363,0.969
1.544000,-0.6478,-0.3413,0.6378,0.971
1.547000,-0.6502,-0.3401,0.6390,0.973
1.549000,-0.6514,-0.3394,0.6402,0.974
1.552000,-0.6517,-0.3377,0.6426,0.976
1.556000,-0.6541,-0.3360,0.6475,0.980
1.556000,-0.6551,-0.3340,0.6492,0.981
1.557000,-0.6566,-0.3350,0.6527,0.985
1.559000,-0.6558,-0.3362,0.6549,0.986
1.561000,-0.6563,-0.3350,0.6595,0.989
1.565000,-0.6563,-0.3352,0.6634,0.992
1.567000,-0.6539,-0.3343,0.6695,0.994
1.569000,-0.6507,-0.3321,0.6727,0.993
1.572000,-0.6487,-0.3326,0.6749,0.993
1.574000,-0.6436,-0.3323,0.6759,0.991
1.576000,-0.6407,-0.3340,0.6761,0.990
1.578000,-0.6358,-0.3348,0.6751,0.986
1.583000,-0.6312,-0.3357,0.6727,0.982
1.585000,-0.6268,-0.3382,0.6712,0.979
1.585000,-0.6226,-0.3394,0.6700,0.976
1.588000,-0.6199,-0.3384,0.6673,0.972
1.591000,-0.6180,-0.3384,0.6649,0.969
1.593000,-0.6197,-0.3389,0.6627,0.969
1.596000,-0.6192,-0.3387,0.6612,0.967
1.604000,-0.6226,-0.3382,0.6607,0.969
1.606000,-0.6265,-0.3379,0.6588,0.970
1.607000,-0.6297,-0.3369,0.6590,0.972
1.608000,-0.6358,-0.3348,0.6617,0.977
1.609000,-0.6407,-0.3343,0.6636,0.981
1.610000,-0.6434,-0.3343,0.6661,0.985
1.611000,-0.6461,-0.3335,0.6712,0.990
1.615000,-0.6490,-0.3321,0.6739,0.993
1.616000,-0.6473,-0.3306,0.6761,0.993
1.626000,-0.6466,-0.3311,0.6788,0.994
1.636000,-0.6466,-0.3301,0.6802,0.995
1.636000,-0.6466,-0.3274,0.6815,0.995
1.637000,-0.6461,-0.3277,0.6788,0.993
1.638000,-0.6436,-0.3279,0.6756,0.989
1.638000,-0.6431,-0.3284,0.6722,0.987
1.638000,-0.6419,-0.3304,0.6688,0.984
1.639000,-0.6414,-0.3323,0.6639,0.981
1.640000,-0.6422,-0.3316,0.6592,0.978
1.641000,-0.6417,-0.3330,0.6553,0.976
1.646000,-0.6422,-0.3345,0.6522,0.974
1.649000,-0.6417,-0.3352,0.6495,0.973
1.650000,-0.6434,-0.3355,0.6470,0.972
1.650000,-0.6409,-0.3367,0.6444,0.969
1.653000,-0.6422,-0.3379,0.6419,0.969
1.654000,-0.6414,-0.3382,0.6412,0.968
1.656000,-0.6414,-0.3401,0.6397,0.968
1.658000,-0.6426,-0.3423,0.6402,0.970
1.661000,-0.6424,-0.3423,0.6387,0.968
1.664000,-0.6414,-0.3445,0.6392,0.969
1.666000,-0.6412,-0.3443,0.6404,0.969
1.668000,-0.6407,-0.3418,0.6404,0.968
1.670000,-0.6414,-0.3401,0.6434,0.970
1.672000,-0.6417,-0.3411,0.6444,0.971
1.675000,-0.6414,-0.3413,0.6461,0.972
1.677000,-0.6404,-0.3406,0.6461,0.971
1.680000,-0.6392,-0.3396,0.6500,0.973
1.685000,-0.6373,-0.3391,0.6529,0.973
1.686000,-0.6373,-0.3389,0.6539,0.974
1.687000,-0.6356,-0.3384,0.6541,0.973
1.694000,-0.6336,-0.3372,0.6568,0.973
1.695000,-0.6309,-0.3352,0.6610,0.973
1.695000,-0.6290,-0.3379,0.6629,0.974
1.697000,-0.6292,-0.3374,0.6675,0.977
1.705000,-0.6282,-0.3355,0.6719,0.979
1.706000,-0.6290,-0.3335,0.6759,0.982
1.709000,-0.6292,-0.3340,0.6800,0.985
1.710000,-0.6297,-0.3343,0.6837,0.988
1.723000,-0.6295,-0.3343,0.6876,0.990
1.724000,-0.6292,-0.3333,0.6890,0.991
1.725000,-0.6304,-0.3340,0.6900,0.993
1.725000,-0.6317,-0.3343,0.6893,0.993
1.725000,-0.6334,-0.3355,0.6871,0.993
1.725000,-0.6341,-0.3369,0.6832,0.991
1.726000,-0.6358,-0.3365,0.6788,0.989
1.726000,-0.6356,-0.3367,0.6768,0.988
1.728000,-0.6373,-0.3357,0.6737,0.986
1.729000,-0.6365,-0.3372,0.6719,0.985
1.734000,-0.6358,-0.3374,0.6697,0.983
1.735000,-0.6358,-0.3367,0.6666,0.981
1.738000,-0.6368,-0.3357,0.6656,0.980
1.739000,-0.6368,-0.3372,0.6644,0.980
1.741000,-0.6370,-0.3365,0.6656,0.981
1.743000,-0.6370,-0.3389,0.6641,0.981
1.745000,-0.6382,-0.3409,0.6641,0.982
1.751000,-0.6390,-0.3411,0.6639,0.983
1.752000,-0.6407,-0.3406,0.6641,0.984
1.753000,-0.6400,-0.3411,0.6636,0.983
1.755000,-0.6400,-0.3404,0.6663,0.985
1.759000,-0.6397,-0.3399,0.6663,0.984
1.762000,-0.6402,-0.3404,0.6656,0.984
1.763000,-0.6382,-0.3406,0.6636,0.982
1.765000,-0.6375,-0.3391,0.6654,0.982
1.768000,-0.6356,-0.3389,0.6636,0.979
1.770000,-0.6353,-0.3396,0.6632,0.979
1.773000,-0.6348,-0.3389,0.6602,0.977
1.774000,-0.6348,-0.3399,0.6600,0.977
1.776000,-0.6363,-0.3418,0.6617,0.980
1.779000,-0.6392,-0.3421,0.6592,0.980
1.784000,-0.6412,-0.3413,0.6588,0.981
1.785000,-0.6407,-0.3411,0.6602,0.981
1.788000,-0.6402,-0.3418,0.6585,0.980
1.789000,-0.6392,-0.3409,0.6585,0.979
1.792000,-0.6382,-0.3389,0.6580,0.977
1.793000,-0.6378,-0.3406,0.6583,0.978
1.795000,-0.6361,-0.3406,0.6556,0.975
1.803000,-0.6356,-0.3421,0.6553,0.975
1.804000,-0.6329,-0.3431,0.6549,0.973
1.804000,-0.6309,-0.3435,0.6566,0.973
1.807000,-0.6304,-0.3423,0.6588,0.974
1.813000,-0.6297,-0.3438,0.6600,0.975
1.813000,-0.6273,-0.3450,0.6619,0.975
1.814000,-0.6292,-0.3421,0.6654,0.978
1.815000,-0.6312,-0.3411,0.6688,0.981
1.819000,-0.6309,-0.3391,0.6741,0.984
1.819000,-0.6292,-0.3389,0.6766,0.984
1.821000,-0.6282,-0.3389,0.6810,0.987
1.827000,-0.6263,-0.3377,0.6824,0.986
1.827000,-0.6238,-0.3369,0.6849,0.986
1.829000,-0.6251,-0.3377,0.6859,0.987
1.832000,-0.6221,-0.3362,0.6893,0.988
1.834000,-0.6231,-0.3355,0.6903,0.989
1.835000,-0.6241,-0.3365,0.6915,0.990
1.838000,-0.6238,-0.3369,0.6898,0.989
1.840000,-0.6238,-0.3394,0.6873,0.988
1.843000,-0.6243,-0.3416,0.6856,0.988
1.845000,-0.6243,-0.3418,0.6820,0.986
1.849000,-0.6241,-0.3409,0.6800,0.984
1.850000,-0.6243,-0.3428,0.6761,0.982
1.853000,-0.6241,-0.3445,0.6707,0.979
1.855000,-0.6236,-0.3462,0.6697,0.978
1.866000,-0.6216,-0.3455,0.6668,0.975
1.867000,-0.6243,-0.3465,0.6636,0.975
1.868000,-0.6246,-0.3477,0.6612,0.974
1.869000,-0.6265,-0.3484,0.6580,0.973
1.870000,-0.6256,-0.3484,0.6558,0.971
1.871000,-0.6258,-0.3492,0.6558,0.971
1.872000,-0.6275,-0.3506,0.6566,0.974
1.875000,-0.6282,-0.3501,0.6556,0.973
1.877000,-0.6287,-0.3501,0.6558,0.974
1.879000,-0.6297,-0.3489,0.6563,0.974
1.883000,-0.6307,-0.3474,0.6566,0.974
1.883000,-0.6331,-0.3479,0.6556,0.976
1.885000,-0.6351,-0.3492,0.6536,0.976
1.888000,-0.6370,-0.3492,0.6551,0.978
1.890000,-0.6380,-0.3474,0.6563,0.979
1.892000,-0.6375,-0.3460,0.6553,0.978
1.894000,-0.6375,-0.3474,0.6556,0.978
1.897000,-0.6392,-0.3479,0.6546,0.979
1.909000,-0.6385,-0.3457,0.6549,0.978
1.910000,-0.6385,-0.3455,0.6539,0.977
1.911000,-0.6387,-0.3457,0.6544,0.978
1.911000,-0.6378,-0.3457,0.6556,0.978
1.912000,-0.6378,-0.3431,0.6575,0.978
1.913000,-0.6392,-0.3433,0.6583,0.980
1.914000,-0.6402,-0.3433,0.6602,0.982
1.924000,-0.6390,-0.3438,0.6605,0.981
1.925000,-0.6373,-0.3438,0.6617,0.981
1.926000,-0.6348,-0.3438,0.6610,0.979
1.926000,-0.6334,-0.3431,0.6600,0.977
1.927000,-0.6336,-0.3413,0.6600,0.976
1.928000,-0.6326,-0.3409,0.6600,0.976
1.931000,-0.6309,-0.3401,0.6614,0.975
1.934000,-0.6302,-0.3399,0.6634,0.976
1.938000,-0.6314,-0.3401,0.6644,0.978
1.939000,-0.6295,-0.3401,0.6641,0.976
1.941000,-0.6277,-0.3411,0.6663,0.977
1.942000,-0.6234,-0.3443,0.6656,0.975
1.944000,-0.6194,-0.3438,0.6663,0.973
1.947000,-0.6165,-0.3445,0.6668,0.971
1.950000,-0.6141,-0.3445,0.6675,0.970
1.951000,-0.6143,-0.3445,0.6678,0.971
1.954000,-0.6131,-0.3457,0.6685,0.971
1.956000,-0.6146,-0.3460,0.6668,0.971
1.958000,-0.6155,-0.3457,0.6666,0.971
1.961000,-0.6165,-0.3465,0.6658,0.971
1.963000,-0.6168,-0.3460,0.6656,0.971
1.966000,-0.6151,-0.3450,0.6654,0.970
1.968000,-0.6146,-0.3462,0.6690,0.972
1.970000,-0.6129,-0.3484,0.6671,0.971
1.973000,-0.6153,-0.3494,0.6678,0.973
1.975000,-0.6163,-0.3514,0.6673,0.974
1.979000,-0.6146,-0.3523,0.6666,0.973
1.980000,-0.6148,-0.3523,0.6656,0.972
1.985000,-0.6160,-0.3521,0.6607,0.970
1.988000,-0.6155,-0.3528,0.6588,0.968
1.989000,-0.6177,-0.3531,0.6558,0.968
1.990000,-0.6187,-0.3555,0.6527,0.967
1.993000,-0.6192,-0.3555,0.6527,0.967
1.995000,-0.6216,-0.3543,0.6519,0.968
1.997000,-0.6243,-0.3553,0.6541,0.972
2.002000,-0.6275,-0.3545,0.6539,0.973
2.003000,-0.6277,-0.3536,0.6527,0.972
2.004000,-0.6290,-0.3555,0.6534,0.974
2.006000,-0.6314,-0.3570,0.6531,0.976
2.010000,-0.6334,-0.3550,0.6514,0.975
2.011000,-0.6329,-0.3553,0.6512,0.975
2.013000,-0.6339,-0.3560,0.6473,0.973
2.028000,-0.6351,-0.3575,0.6458,0.974
2.029000,-0.6358,-0.3575,0.6439,0.973
2.030000,-0.6361,-0.3567,0.6431,0.972
2.031000,-0.6363,-0.3550,0.6429,0.972
2.031000,-0.6331,-0.3538,0.6395,0.967
2.032000,-0.6321,-0.3548,0.6392,0.966
2.033000,-0.6304,-0.3553,0.6395,0.966
2.034000,-0.6302,-0.3533,0.6407,0.966
2.035000,-0.6304,-0.3533,0.6407,0.966
2.046000,-0.6314,-0.3518,0.6419,0.967
2.048000,-0.6309,-0.3511,0.6426,0.967
2.049000,-0.6321,-0.3509,0.6461,0.970
2.049000,-0.6331,-0.3528,0.6468,0.971
2.051000,-0.6329,-0.3528,0.6497,0.973
2.051000,-0.6341,-0.3516,0.6524,0.975
2.052000,-0.6339,-0.3516,0.6536,0.976
2.053000,-0.6331,-0.3523,0.6549,0.977
2.056000,-0.6329,-0.3531,0.6544,0.976
2.059000,-0.6314,-0.3523,0.6563,0.977
2.060000,-0.6309,-0.3494,0.6551,0.974
2.063000,-0.6302,-0.3482,0.6570,0.975
2.065000,-0.6265,-0.3465,0.6561,0.971
2.068000,-0.6246,-0.3477,0.6556,0.970
2.070000,-0.6243,-0.3453,0.6561,0.969
2.072000,-0.6231,-0.3457,0.6592,0.971
2.074000,-0.6229,-0.3448,0.6583,0.970
2.076000,-0.6229,-0.3450,0.6590,0.970
2.079000,-0.6214,-0.3457,0.6595,0.970
2.081000,-0.6216,-0.3465,0.6607,0.971
2.086000,-0.6214,-0.3443,0.6610,0.970
2.087000,-0.6199,-0.3438,0.6583,0.967
2.089000,-0.6190,-0.3438,0.6546,0.964
2.092000,-0.6187,-0.3426,0.6519,0.962
2.104000,-0.6192,-0.3435,0.6514,0.962
2.105000,-0.6204,-0.3438,0.6505,0.962
2.105000,-0.6224,-0.3435,0.6509,0.964
2.106000,-0.6234,-0.3435,0.6512,0.965
2.106000,-0.6260,-0.3421,0.6492,0.965
2.107000,-0.6273,-0.3416,0.6502,0.966
2.108000,-0.6277,-0.3396,0.6495,0.965
2.124000,-0.6253,-0.3401,0.6500,0.964
2.125000,-0.6251,-0.3406,0.6490,0.963
2.126000,-0.6256,-0.3401,0.6478,0.963
2.127000,-0.6241,-0.3391,0.6480,0.961
2.127000,-0.6219,-0.3399,0.6507,0.962
2.128000,-0.6231,-0.3394,0.6514,0.963
2.128000,-0.6234,-0.3428,0.6514,0.965
2.129000,-0.6251,-0.3431,0.6509,0.965
2.129000,-0.6241,-0.3440,0.6497,0.964
2.132000,-0.6246,-0.3457,0.6509,0.966
2.152000,-0.6248,-0.3450,0.6519,0.967
2.153000,-0.6260,-0.3431,0.6529,0.967
2.154000,-0.6246,-0.3448,0.6539,0.968
2.155000,-0.6238,-0.3440,0.6551,0.968
2.156000,-0.6238,-0.3438,0.6580,0.970
2.158000,-0.6258,-0.3421,0.6580,0.970
2.159000,-0.6273,-0.3426,0.6610,0.973
2.160000,-0.6270,-0.3440,0.6634,0.976
2.161000,-0.6273,-0.3450,0.6646,0.977
2.162000,-0.6260,-0.3445,0.6663,0.977
2.163000,-0.6265,-0.3470,0.6680,0.979
2.164000,-0.6282,-0.3465,0.6685,0.981
2.166000,-0.6295,-0.3494,0.6705,0.984
2.167000,-0.6282,-0.3504,0.6695,0.983
2.170000,-0.6282,-0.3494,0.6690,0.982
2.171000,-0.6275,-0.3494,0.6697,0.982
2.173000,-0.6273,-0.3474,0.6675,0.980
2.175000,-0.6260,-0.3450,0.6663,0.977
2.176000,-0.6263,-0.3440,0.6661,0.977
2.178000,-0.6273,-0.3418,0.6658,0.977
2.180000,-0.6275,-0.3418,0.6675,0.978
2.189000,-0.6275,-0.3401,0.6695,0.979
2.190000,-0.6275,-0.3377,0.6719,0.979
2.190000,-0.6280,-0.3350,0.6717,0.979
2.191000,-0.6295,-0.3335,0.6734,0.980
2.194000,-0.6292,-0.3321,0.6754,0.981
2.197000,-0.6282,-0.3318,0.6759,0.981
2.205000,-0.6295,-0.3318,0.6763,0.982
2.206000,-0.6292,-0.3318,0.6783,0.983
2.206000,-0.6295,-0.3321,0.6800,0.984
2.207000,-0.6297,-0.3333,0.6793,0.984
2.208000,-0.6297,-0.3330,0.6788,0.984
2.209000,-0.6309,-0.3333,0.6795,0.985
2.211000,-0.6309,-0.3335,0.6776,0.984
2.214000,-0.6302,-0.3338,0.6761,0.983
2.218000,-0.6299,-0.3348,0.6734,0.981
2.219000,-0.6275,-0.3348,0.6710,0.978
2.221000,-0.6253,-0.3348,0.6671,0.974
2.224000,-0.6246,-0.3343,0.6634,0.971
2.226000,-0.6238,-0.3338,0.6634,0.970
2.229000,-0.6234,-0.3340,0.6602,0.967
2.231000,-0.6224,-0.3338,0.6583,0.965
2.238000,-0.6221,-0.3333,0.6575,0.965
2.247000,-0.6207,-0.3369,0.6551,0.963
2.248000,-0.6194,-0.3382,0.6522,0.961
2.249000,-0.6219,-0.3391,0.6517,0.963
2.250000,-0.6229,-0.3404,0.6522,0.964
2.251000,-0.6246,-0.3423,0.6524,0.966
2.252000,-0.6229,-0.3433,0.6531,0.966
2.253000,-0.6234,-0.3423,0.6534,0.966
2.253000,-0.6241,-0.3421,0.6556,0.968
2.254000,-0.6214,-0.3399,0.6561,0.965
2.259000,-0.6221,-0.3406,0.6570,0.967
2.260000,-0.6216,-0.3404,0.6597,0.968
2.266000,-0.6199,-0.3406,0.6595,0.967
2.267000,-0.6192,-0.3401,0.6597,0.967
2.269000,-0.6185,-0.3396,0.6575,0.964
2.269000,-0.6163,-0.3406,0.6556,0.962
2.279000,-0.6165,-0.3409,0.6558,0.962
2.280000,-0.6136,-0.3406,0.6527,0.958
2.281000,-0.6114,-0.3396,0.6507,0.955
2.282000,-0.6109,-0.3394,0.6509,0.955
2.282000,-0.6099,-0.3389,0.6534,0.956
2.283000,-0.6109,-0.3369,0.6527,0.955
2.287000,-0.6092,-0.3360,0.6549,0.955
2.288000,-0.6094,-0.3328,0.6585,0.957
2.290000,-0.6082,-0.3299,0.6646,0.959
2.291000,-0.6104,-0.3291,0.6702,0.964
2.294000,-0.6099,-0.3272,0.6729,0.965
2.300000,-0.6126,-0.3252,0.6768,0.969
2.301000,-0.6146,-0.3250,0.6807,0.973
2.302000,-0.6146,-0.3218,0.6849,0.975
2.308000,-0.6155,-0.3213,0.6866,0.976
2.309000,-0.6155,-0.3206,0.6888,0.978
2.309000,-0.6160,-0.3194,0.6866,0.976
2.313000,-0.6168,-0.3181,0.6859,0.976
2.318000,-0.6177,-0.3162,0.6832,0.974
2.318000,-0.6185,-0.3120,0.6805,0.971
2.318000,-0.6194,-0.3089,0.6785,0.969
2.320000,-0.6180,-0.3067,0.6739,0.964
2.322000,-0.6182,-0.3067,0.6710,0.963
2.325000,-0.6180,-0.3055,0.6683,0.960
2.327000,-0.6202,-0.3033,0.6649,0.958
2.331000,-0.6219,-0.3035,0.6632,0.958
2.332000,-0.6229,-0.3037,0.6602,0.957
2.340000,-0.6238,-0.3030,0.6573,0.956
2.341000,-0.6243,-0.3018,0.6509,0.951
2.341000,-0.6229,-0.3025,0.6446,0.946
2.347000,-0.6216,-0.3030,0.6375,0.941
2.348000,-0.6190,-0.3018,0.6299,0.933
2.348000,-0.6155,-0.2986,0.6241,0.926
2.349000,-0.6111,-0.2979,0.6153,0.917
2.357000,-0.6068,-0.2969,0.6089,0.909
2.359000,-0.6050,-0.2942,0.5992,0.901
2.366000,-0.6004,-0.2908,0.5950,0.894
2.368000,-0.5987,-0.2871,0.5899,0.888
2.369000,-0.5960,-0.2869,0.5848,0.883
2.369000,-0.5887,-0.2820,0.5794,0.873
2.370000,-0.5831,-0.2808,0.5757,0.866
2.370000,-0.5772,-0.2788,0.5743,0.861
2.377000,-0.5689,-0.2754,0.5740,0.854
2.378000,-0.5596,-0.2710,0.5718,0.845
2.378000,-0.5535,-0.2691,0.5704,0.839
2.379000,-0.5460,-0.2681,0.5674,0.832
2.383000,-0.5377,-0.2676,0.5674,0.826
2.384000,-0.5298,-0.2669,0.5665,0.820
2.385000,-0.5230,-0.2661,0.5657,0.815
2.387000,-0.5171,-0.2676,0.5643,0.811
2.389000,-0.5145,-0.2708,0.5677,0.813
2.391000,-0.5098,-0.2740,0.5674,0.811
2.394000,-0.5059,-0.2774,0.5704,0.811
2.398000,-0.5032,-0.2813,0.5738,0.813
2.399000,-0.4988,-0.2879,0.5750,0.814
2.408000,-0.4939,-0.2984,0.5772,0.816
2.409000,-0.4930,-0.3091,0.5784,0.820
2.410000,-0.4918,-0.3181,0.5799,0.824
2.413000,-0.4930,-0.3267,0.5787,0.827
2.414000,-0.4939,-0.3365,0.5821,0.834
2.415000,-0.4993,-0.3455,0.5828,0.842
2.417000,-0.5071,-0.3521,0.5845,0.850
2.418000,-0.5203,-0.3579,0.5882,0.863
2.421000,-0.5340,-0.3626,0.5931,0.877
2.422000,-0.5506,-0.3684,0.5999,0.894
2.424000,-0.5689,-0.3714,0.6094,0.913
2.426000,-0.5865,-0.3750,0.6168,0.930
2.429000,-0.6065,-0.3807,0.6260,0.951
2.431000,-0.6238,-0.3850,0.6373,0.971
2.435000,-0.6422,-0.3916,0.6456,0.991
2.436000,-0.6597,-0.3985,0.6546,1.011
2.439000,-0.6778,-0.3995,0.6617,1.028
2.440000,-0.6934,-0.4007,0.6690,1.044
2.443000,-0.7081,-0.4014,0.6741,1.057
2.445000,-0.7240,-0.4019,0.6778,1.070
2.447000,-0.7384,-0.3995,0.6846,1.083
2.450000,-0.7554,-0.3973,0.6932,1.100
2.452000,-0.7728,-0.3946,0.7017,1.116
2.455000,-0.7862,-0.3916,0.7154,1.133
2.457000,-0.7972,-0.3921,0.7254,1.147
2.461000,-0.8033,-0.3965,0.7357,1.159
2.462000,-0.8067,-0.4031,0.7432,1.169
2.464000,-0.8089,-0.4097,0.7486,1.176
2.466000,-0.8128,-0.4134,0.7474,1.179
2.469000,-0.8167,-0.4134,0.7447,1.180
2.471000,-0.8184,-0.4119,0.7381,1.177
2.474000,-0.8180,-0.4075,0.7288,1.169
2.475000,-0.8167,-0.4021,0.7205,1.161
2.478000,-0.8172,-0.3973,0.7115,1.154
2.481000,-0.8170,-0.3904,0.7052,1.148
2.483000,-0.8189,-0.3868,0.7010,1.145
2.485000,-0.8211,-0.3826,0.6981,1.144
2.488000,-0.8250,-0.3767,0.6983,1.145
2.490000,-0.8314,-0.3738,0.7003,1.149
2.493000,-0.8375,-0.3675,0.7022,1.153
2.495000,-0.8431,-0.3597,0.7081,1.158
2.497000,-0.8482,-0.3526,0.7142,1.164
2.500000,-0.8551,-0.3421,0.7218,1.170
2.507000,-0.8573,-0.3357,0.7291,1.174
2.508000,-0.8590,-0.3282,0.7349,1.177
2.512000,-0.8604,-0.3211,0.7362,1.177
2.515000,-0.8590,-0.3138,0.7388,1.176
2.516000,-0.8558,-0.3059,0.7371,1.170
2.517000,-0.8492,-0.2981,0.7369,1.163
2.518000,-0.8397,-0.2910,0.7359,1.154
2.519000,-0.8302,-0.2832,0.7315,1.142
2.523000,-0.8204,-0.2764,0.7274,1.131
2.524000,-0.8119,-0.2698,0.7259,1.122
2.528000,-0.7996,-0.2644,0.7249,1.111
2.529000,-0.7869,-0.2578,0.7213,1.098
